Timestamp,Sign,MBTI,House,Enneagram,Do you know your wing?,Wing,accuracy.astro,accuracy.mbti,accuracy.house,accuracy.enneagram
3/30/2019 14:47,Pisces,ISTJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,3,3,4
3/30/2019 14:47,Libra,ENTJ,Gryffindor,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),1,5,4,5
3/30/2019 14:48,Gemini,ISFJ,Gryffindor,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),1,2,4,5
3/30/2019 14:49,Capricorn,ENTP,Hufflepuff,Type 3 (the Performer or Achiever),Nope (that's fine),,3,1,4,3
3/30/2019 14:50,Pisces,ENFP,Slytherin,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w8 (the Realist),3,4,4,5
3/30/2019 14:52,Gemini,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,5,3,5
3/30/2019 14:52,Sagittarius,INFJ,Ravenclaw,Type 2 (the Helper or Giver),Nope (that's fine),,1,4,3,3
3/30/2019 14:52,Pisces,ISFJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),2,4,1,5
3/30/2019 14:53,Aquarius,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),2,4,5,5
3/30/2019 14:54,Taurus,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,4,4,5
3/30/2019 14:54,Cancer,ENFJ,Slytherin,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,4,5,2
3/30/2019 14:55,Virgo,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),4,5,3,5
3/30/2019 14:55,Gemini,ENFJ,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w7 (the Buddy),3,2,5,4
3/30/2019 14:56,Virgo,INFJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,4,4
3/30/2019 14:56,Virgo,ENFJ,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,4,5,4
3/30/2019 14:56,Sagittarius,ISFJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),1,4,5,5
3/30/2019 14:57,Leo,INTJ,Ravenclaw,Type 5 (the Investigator or Observer),Nope (that's fine),,1,4,3,3
3/30/2019 14:58,Scorpio,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,2,3,3,3
3/30/2019 15:00,Leo,INTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,4,3,4
3/30/2019 15:00,Aries,INFJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),1,4,3,4
3/30/2019 15:00,Scorpio,INTP,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),1,3,3,2
3/30/2019 15:01,Scorpio,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,3,3,4
3/30/2019 15:02,Virgo,ISTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,3,4,3
3/30/2019 15:03,Pisces,INTJ,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),1,4,4,4
3/30/2019 15:03,Pisces,INFJ,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,4,5,4
3/30/2019 15:04,Aries,INFJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,5,4,5
3/30/2019 15:04,Libra,ENTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),4,4,5,4
3/30/2019 15:04,Gemini,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),2,4,4,5
3/30/2019 15:05,Pisces,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,2,4,3,4
3/30/2019 15:05,Aquarius,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,4,4
3/30/2019 15:06,Cancer,INTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,4,3,4
3/30/2019 15:07,Cancer,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,4,3,3
3/30/2019 15:08,Pisces,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),2,3,4,4
3/30/2019 15:08,Libra,ENTP,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,1,4,4,4
3/30/2019 15:08,Gemini,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),4,4,3,4
3/30/2019 15:10,Scorpio,INFJ,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),3,5,3,5
3/30/2019 15:10,Gemini,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),1,4,1,5
3/30/2019 15:11,Taurus,INFJ,Slytherin,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),2,4,4,2
3/30/2019 15:12,Capricorn,ENTJ,Slytherin,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),3,4,1,5
3/30/2019 15:13,Libra,INFP,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),5,3,5,5
3/30/2019 15:14,Aries,ENFJ,Gryffindor,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),2,4,4,5
3/30/2019 15:15,Sagittarius,ENFP,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),1,4,1,3
3/30/2019 15:16,Taurus,ENFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),3,4,4,5
3/30/2019 15:16,Libra,ISTJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),1,3,4,5
3/30/2019 15:17,Taurus,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,2,4,4
3/30/2019 15:18,Sagittarius,INFJ,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),3,5,4,4
3/30/2019 15:19,Leo,ISFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,4,4,3,4
3/30/2019 15:19,Leo,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,3,3,3,4
3/30/2019 15:20,Leo,INTJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,3,4
3/30/2019 15:20,Taurus,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,3,3,4
3/30/2019 15:21,Gemini,INFJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),2,5,2,5
3/30/2019 15:22,Virgo,ENTJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),2,3,3,4
3/30/2019 15:23,Libra,ENFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,3,3,4
3/30/2019 15:23,Cancer,INTJ,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),3,4,4,4
3/30/2019 15:25,Cancer,INTJ,Slytherin,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,5,3
3/30/2019 15:27,Virgo,INTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,2,4,4
3/30/2019 15:29,Gemini,INFJ,Gryffindor,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,1,3,1,2
3/30/2019 15:31,Libra,ISTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,5,3,5
3/30/2019 15:32,Pisces,ENFJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),3,4,1,4
3/30/2019 15:33,Aquarius,ENFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),2,4,4,5
3/30/2019 15:34,Scorpio,INFJ,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,2,3,3
3/30/2019 15:34,Aquarius,ENFP,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,5,4,5
3/30/2019 15:36,Taurus,INFJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,3,4,3,4
3/30/2019 15:36,Pisces,INTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,4,4
3/30/2019 15:37,Gemini,INTP,Hufflepuff,Type 5 (the Investigator or Observer),Nope (that's fine),,1,4,4,4
3/30/2019 15:38,Capricorn,INFJ,Hufflepuff,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,4,2,5
3/30/2019 15:38,Capricorn,INFJ,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),1,5,1,4
3/30/2019 15:39,Libra,ENFP,Ravenclaw,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w6 (the Entertainer),1,4,3,5
3/30/2019 15:40,Scorpio,INFJ,Slytherin,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,4,1,5
3/30/2019 15:41,Gemini,ISFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,3,3,4
3/30/2019 15:42,Aries,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,3,5
3/30/2019 15:42,Sagittarius,INTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),1,3,3,3
3/30/2019 15:43,Scorpio,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,5,4
3/30/2019 15:44,Scorpio,INTJ,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,2,4,5
3/30/2019 15:44,Gemini,INTJ,Hufflepuff,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),1,2,4,4
3/30/2019 15:47,Taurus,INFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,5,4,5
3/30/2019 15:47,Taurus,INFP,Slytherin,Type 2 (the Helper or Giver),Nope (that's fine),,1,4,3,4
3/30/2019 15:47,Taurus,INFP,Slytherin,Type 2 (the Helper or Giver),Nope (that's fine),,1,4,3,4
3/30/2019 15:48,Capricorn,INFJ,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,5,2,4
3/30/2019 15:48,Sagittarius,INFP,Ravenclaw,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),3,4,2,5
3/30/2019 15:49,Libra,ISTJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,4,5,5
3/30/2019 15:50,Aries,INTJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),4,4,3,5
3/30/2019 15:51,Sagittarius,ENFP,Gryffindor,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),1,4,3,4
3/30/2019 15:51,Aquarius,ESFP,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w7 (the Buddy),2,4,4,4
3/30/2019 15:53,Aries,INFJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,3,5,4
3/30/2019 15:53,Virgo,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,1,4,1,2
3/30/2019 15:54,Cancer,INFP,Hufflepuff,Type 4 (the Individualist or Romantic),Nope (that's fine),,3,4,5,4
3/30/2019 15:55,Virgo,INTJ,Hufflepuff,Type 5 (the Investigator or Observer),Nope (that's fine),,1,2,3,4
3/30/2019 15:57,Libra,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,3,5,4,4
3/30/2019 15:59,Pisces,INFJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,3,4,4,4
3/30/2019 16:00,Gemini,ENFP,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),2,4,2,5
3/30/2019 16:00,Scorpio,INFJ,Gryffindor,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),1,4,5,4
3/30/2019 16:01,Leo,ENTJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),3,4,3,5
3/30/2019 16:01,Taurus,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,4,5
3/30/2019 16:02,Cancer,INFJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),5,5,3,5
3/30/2019 16:02,Cancer,ISFJ,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),3,4,3,5
3/30/2019 16:07,Virgo,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,4,2,4
3/30/2019 16:08,Cancer,ENFP,Gryffindor,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,3,4,4,4
3/30/2019 16:08,Gemini,ENFP,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),1,4,3,2
3/30/2019 16:09,Cancer,ENFP,Gryffindor,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,3,4,4,4
3/30/2019 16:11,Aries,ENFP,Hufflepuff,Type 2 (the Helper or Giver),Nope (that's fine),,2,5,4,5
3/30/2019 16:13,Scorpio,INFJ,Ravenclaw,Type 2 (the Helper or Giver),Nope (that's fine),,1,3,2,4
3/30/2019 16:13,Virgo,ESTJ,Gryffindor,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),3,5,1,5
3/30/2019 16:14,Sagittarius,ENTP,Gryffindor,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,4,3,1
3/30/2019 16:14,Libra,INTJ,Slytherin,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,4,4,4
3/30/2019 16:14,Pisces,INTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),2,5,5,3
3/30/2019 16:15,Scorpio,INFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,4,5,3,4
3/30/2019 16:21,Libra,INFP,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),3,3,3,5
3/30/2019 16:21,Capricorn,INTJ,Hufflepuff,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,2,2,3
3/30/2019 16:23,Leo,INTJ,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,2,1,1
3/30/2019 16:25,Sagittarius,ENFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),3,4,2,5
3/30/2019 16:25,Aquarius,ISFP,Slytherin,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),3,5,4,5
3/30/2019 16:26,Gemini,ISFP,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,4,4,4
3/30/2019 16:28,Sagittarius,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),2,4,1,4
3/30/2019 16:28,Pisces,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),1,4,4,5
3/30/2019 16:28,Virgo,INFJ,Slytherin,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),1,4,5,5
3/30/2019 16:29,Aries,ENFP,Gryffindor,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),3,4,3,4
3/30/2019 16:31,Aquarius,INFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),4,3,4,5
3/30/2019 16:32,Leo,ISFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),1,3,1,5
3/30/2019 16:33,Scorpio,ISFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),3,5,3,5
3/30/2019 16:33,Aquarius,INFJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,5,4,4
3/30/2019 16:35,Taurus,ENFJ,Gryffindor,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w8 (the Realist),1,4,5,4
3/30/2019 16:36,Taurus,ENFJ,Slytherin,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,4,5,5
3/30/2019 16:39,Scorpio,ENFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,4,5
3/30/2019 16:40,Pisces,INTJ,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,4,3,4
3/30/2019 16:40,Cancer,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,1,4,4,4
3/30/2019 16:41,Gemini,ENTJ,Hufflepuff,Type 2 (the Helper or Giver),Nope (that's fine),,2,4,3,2
3/30/2019 16:42,Leo,INTP,Gryffindor,Type 5 (the Investigator or Observer),Nope (that's fine),,1,3,1,2
3/30/2019 16:43,Cancer,ISFJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w7 (the Buddy),3,5,4,4
3/30/2019 16:45,Virgo,INTJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),2,4,3,5
3/30/2019 16:45,Aries,INTJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),1,4,4,4
3/30/2019 16:48,Virgo,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,2,5,3
3/30/2019 16:49,Taurus,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),5,5,4,4
3/30/2019 16:50,Sagittarius,INTJ,Ravenclaw,Type 3 (the Performer or Achiever),Nope (that's fine),,1,4,4,3
3/30/2019 16:51,Virgo,ISTJ,Hufflepuff,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),1,3,3,4
3/30/2019 16:51,Sagittarius,INTJ,Ravenclaw,Type 3 (the Performer or Achiever),Nope (that's fine),,1,4,4,3
3/30/2019 16:51,Leo,ENFJ,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,3,4
3/30/2019 16:51,Cancer,ISFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),2,4,2,3
3/30/2019 16:52,Scorpio,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,2,3,3,4
3/30/2019 16:52,Aquarius,ESTJ,Gryffindor,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),1,4,4,5
3/30/2019 16:54,Gemini,INFP,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,2,4,4
3/30/2019 16:55,Libra,ENFP,Gryffindor,Type 3 (the Performer or Achiever),Nope (that's fine),,2,4,2,3
3/30/2019 16:57,Gemini,INTJ,Slytherin,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),2,3,3,4
3/30/2019 16:59,Scorpio,INTJ,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),2,3,1,4
3/30/2019 17:01,Leo,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),2,4,2,4
3/30/2019 17:01,Leo,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),2,4,2,4
3/30/2019 17:02,Leo,INFJ,Gryffindor,Type 4 (the Individualist or Romantic),Nope (that's fine),,1,4,3,4
3/30/2019 17:03,Taurus,INFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),1,4,3,5
3/30/2019 17:03,Aries,INFJ,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),3,4,5,5
3/30/2019 17:04,Aquarius,INFJ,Hufflepuff,Type 4 (the Individualist or Romantic),Nope (that's fine),,4,5,3,4
3/30/2019 17:05,Pisces,ISTJ,Hufflepuff,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),1,4,4,5
3/30/2019 17:05,Libra,INTP,Ravenclaw,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),2,4,3,4
3/30/2019 17:06,Leo,ENFP,Ravenclaw,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,1,5,1,4
3/30/2019 17:06,Capricorn,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,4,5
3/30/2019 17:07,Capricorn,ISFJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,4,2,4
3/30/2019 17:09,Leo,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,3,5,5
3/30/2019 17:09,Cancer,INFJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),3,4,4,4
3/30/2019 17:10,Libra,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,3,5,2
3/30/2019 17:11,Capricorn,INFP,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,4,3,5
3/30/2019 17:13,Capricorn,INFP,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,4,3,5
3/30/2019 17:14,Capricorn,INTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),2,4,5,3
3/30/2019 17:15,Gemini,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,5,5,3
3/30/2019 17:17,Aquarius,INFJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,1,5,4,3
3/30/2019 17:18,Scorpio,ISFJ,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,4,3,4
3/30/2019 17:18,Scorpio,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),3,4,4,5
3/30/2019 17:19,Gemini,ENFJ,Gryffindor,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),4,5,5,4
3/30/2019 17:19,Leo,ISFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,3,4,3,4
3/30/2019 17:21,Sagittarius,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,4,5
3/30/2019 17:23,Libra,ESTJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),1,4,4,5
3/30/2019 17:24,Aquarius,ESFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,4,3,4
3/30/2019 17:24,Capricorn,INFJ,Hufflepuff,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),2,4,3,5
3/30/2019 17:25,Cancer,ISFJ,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,4,3,4
3/30/2019 17:26,Cancer,ENFJ,Ravenclaw,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),1,4,3,4
3/30/2019 17:27,Taurus,ENFJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),2,4,2,5
3/30/2019 17:28,Scorpio,ISTJ,Slytherin,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),1,4,3,5
3/30/2019 17:29,Sagittarius,ENTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,5,5
3/30/2019 17:30,Pisces,INTJ,Gryffindor,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,5,3,5
